order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD2018OCT_2271,1,credit_card,4,133.47
ORD2018OCT_5379,1,boleto,1,70.14
ORD2018OCT_2736,1,boleto,1,222.67
ORD2018OCT_2256,1,credit_card,1,49.95
ORD2018OCT_7023,1,credit_card,4,100.95
ORD2018OCT_3194,1,boleto,1,64.1
ORD2018OCT_9582,1,credit_card,10,227.56
ORD2018OCT_2354,1,credit_card,1,124.82
ORD2018OCT_9828,1,credit_card,1,50.0
ORD2018OCT_3881,1,credit_card,10,218.87
ORD2018OCT_5711,1,credit_card,5,187.37
ORD2018OCT_5049,1,credit_card,4,135.49
ORD2018OCT_3962,1,credit_card,1,70.89
ORD2018OCT_6830,1,credit_card,2,63.86
ORD2018OCT_1560,1,credit_card,1,27.79
ORD2018OCT_9387,1,credit_card,2,217.52
ORD2018OCT_3280,1,boleto,1,44.59
ORD2018OCT_5804,1,credit_card,2,102.03
ORD2018OCT_7069,1,boleto,1,142.44
ORD2018OCT_474,1,credit_card,3,181.6
ORD2018OCT_5515,1,boleto,1,52.83
ORD2018OCT_9620,1,credit_card,5,475.02
ORD2018OCT_4325,2,voucher,1,11.6
ORD2018OCT_4952,1,credit_card,1,6.85
ORD2018OCT_3824,1,credit_card,1,106.87
ORD2018OCT_6968,1,credit_card,2,130.69
ORD2018OCT_4270,1,credit_card,1,115.45
ORD2018OCT_3101,1,credit_card,1,64.1
ORD2018OCT_2312,1,credit_card,10,246.42
ORD2018OCT_8716,1,boleto,1,96.2
ORD2018OCT_4260,1,credit_card,10,106.89
ORD2018OCT_5676,1,credit_card,3,150.6
ORD2018OCT_1466,1,credit_card,10,138.95
ORD2018OCT_4589,1,boleto,1,43.1
ORD2018OCT_2383,1,boleto,1,98.23
ORD2018OCT_5642,1,boleto,1,158.75
ORD2018OCT_7948,1,credit_card,1,34.0
ORD2018OCT_5036,1,credit_card,2,60.44
ORD2018OCT_3886,1,credit_card,1,54.52
ORD2018OCT_4816,1,credit_card,5,224.5
ORD2018OCT_8933,1,credit_card,1,134.64
ORD2018OCT_4945,1,credit_card,2,251.09
ORD2018OCT_6344,1,credit_card,1,107.44
ORD2018OCT_7064,1,voucher,1,57.99
ORD2018OCT_1492,1,credit_card,8,188.34
ORD2018OCT_3831,1,credit_card,4,82.73
ORD2018OCT_3302,1,voucher,1,163.35
ORD2018OCT_3252,1,credit_card,3,75.46
ORD2018OCT_5008,1,credit_card,5,128.84
ORD2018OCT_6578,1,credit_card,1,24.38
ORD2018OCT_4812,1,boleto,1,362.33
ORD2018OCT_1802,1,credit_card,1,86.36
ORD2018OCT_4353,1,credit_card,4,126.11
ORD2018OCT_4551,2,voucher,1,120.49
ORD2018OCT_5721,1,credit_card,5,95.37
ORD2018OCT_6447,1,credit_card,1,45.28
ORD2018OCT_6291,1,boleto,1,166.81
ORD2018OCT_5835,1,credit_card,3,126.19
ORD2018OCT_1625,1,credit_card,1,93.64
ORD2018OCT_5308,1,boleto,1,139.96
ORD2018OCT_2843,1,credit_card,10,111.03
ORD2018OCT_8178,1,credit_card,2,120.08
ORD2018OCT_1955,1,credit_card,3,220.28
ORD2018OCT_9293,1,credit_card,1,152.77
ORD2018OCT_1441,1,boleto,1,163.58
ORD2018OCT_2610,1,credit_card,2,87.67
ORD2018OCT_955,1,boleto,1,63.27
ORD2018OCT_6336,1,credit_card,4,84.12
ORD2018OCT_6496,1,boleto,1,45.68
ORD2018OCT_1252,1,credit_card,1,34.8
ORD2018OCT_2241,1,credit_card,4,94.32
ORD2018OCT_7055,1,credit_card,5,206.95
ORD2018OCT_6719,1,credit_card,5,168.74
ORD2018OCT_9273,1,boleto,1,91.18
ORD2018OCT_6029,1,credit_card,1,34.59
ORD2018OCT_1436,1,credit_card,2,173.07
ORD2018OCT_2526,1,credit_card,1,82.33
ORD2018OCT_4960,1,credit_card,3,99.65
ORD2018OCT_2980,1,credit_card,10,2616.0
ORD2018OCT_1708,1,credit_card,2,139.0
ORD2018OCT_4280,1,credit_card,8,83.55
ORD2018OCT_705,1,boleto,1,159.76
ORD2018OCT_8868,1,credit_card,9,318.92
ORD2018OCT_2005,1,voucher,1,20.0
ORD2018OCT_7937,1,credit_card,7,155.63
ORD2018OCT_1884,1,credit_card,8,317.97
ORD2018OCT_1861,1,voucher,1,46.78
ORD2018OCT_6445,2,voucher,1,14.4
ORD2018OCT_5359,1,credit_card,1,34.09
ORD2018OCT_9281,4,voucher,1,15.04
ORD2018OCT_4563,1,debit_card,1,247.68
ORD2018OCT_5054,1,credit_card,4,118.18
ORD2018OCT_701,1,credit_card,3,155.98
ORD2018OCT_6073,1,boleto,1,239.81
ORD2018OCT_4699,1,credit_card,8,238.8
ORD2018OCT_2464,1,credit_card,3,33.56
ORD2018OCT_8433,1,credit_card,3,124.73
ORD2018OCT_6949,1,credit_card,6,68.39
ORD2018OCT_1721,1,credit_card,1,31.38
ORD2018OCT_1704,1,boleto,1,82.35
ORD2018OCT_2250,1,credit_card,1,60.54
ORD2018OCT_5939,1,credit_card,3,125.66
ORD2018OCT_7865,1,credit_card,1,41.27
ORD2018OCT_5063,1,credit_card,2,47.68
ORD2018OCT_7130,1,debit_card,1,52.63
ORD2018OCT_9422,1,boleto,1,72.05
ORD2018OCT_2730,1,credit_card,3,79.33
ORD2018OCT_3508,1,boleto,1,39.17
ORD2018OCT_2667,1,credit_card,3,113.02
ORD2018OCT_3415,1,credit_card,2,107.24
ORD2018OCT_151,1,credit_card,1,35.05
ORD2018OCT_4598,1,credit_card,3,103.2
ORD2018OCT_2728,1,credit_card,2,64.1
ORD2018OCT_9474,1,boleto,1,84.56
ORD2018OCT_6051,1,credit_card,4,144.57
ORD2018OCT_1061,1,credit_card,1,68.13
ORD2018OCT_9439,1,credit_card,1,14.84
ORD2018OCT_2353,1,voucher,1,60.42
ORD2018OCT_7361,1,credit_card,1,33.22
ORD2018OCT_2512,1,credit_card,3,162.7
ORD2018OCT_7056,1,credit_card,1,54.0
ORD2018OCT_8826,1,credit_card,1,116.17
ORD2018OCT_9014,1,credit_card,1,66.74
ORD2018OCT_496,1,credit_card,2,83.5
ORD2018OCT_8673,1,boleto,1,399.44
ORD2018OCT_9409,2,voucher,1,48.23
ORD2018OCT_2206,1,credit_card,1,23.52
ORD2018OCT_5052,1,credit_card,2,28.22
ORD2018OCT_3902,1,credit_card,5,65.0
ORD2018OCT_9317,1,credit_card,15,625.51
ORD2018OCT_6037,1,credit_card,1,75.28
ORD2018OCT_6870,1,boleto,1,37.38
ORD2018OCT_3241,1,credit_card,4,103.59
ORD2018OCT_1906,1,credit_card,2,59.0
ORD2018OCT_6597,1,credit_card,1,94.94
ORD2018OCT_8401,1,credit_card,6,337.83
ORD2018OCT_4594,1,credit_card,2,53.33
ORD2018OCT_1504,2,voucher,1,60.74
ORD2018OCT_2437,1,credit_card,1,41.36
ORD2018OCT_9662,1,credit_card,2,173.53
ORD2018OCT_9064,1,credit_card,3,121.09
ORD2018OCT_4002,1,credit_card,4,137.11
ORD2018OCT_2286,1,credit_card,1,65.35
ORD2018OCT_8312,1,credit_card,2,195.71
ORD2018OCT_7349,1,credit_card,2,94.32
ORD2018OCT_6400,1,credit_card,1,83.34
ORD2018OCT_2895,1,credit_card,1,62.22
ORD2018OCT_5103,1,credit_card,1,87.32
ORD2018OCT_9721,1,credit_card,9,187.51
ORD2018OCT_5677,1,credit_card,5,128.97
ORD2018OCT_5234,1,credit_card,3,34.13
ORD2018OCT_5903,1,credit_card,2,106.43
ORD2018OCT_5377,1,boleto,1,203.9
ORD2018OCT_9362,2,voucher,1,120.81
ORD2018OCT_4347,1,credit_card,6,351.54
ORD2018OCT_9591,1,credit_card,1,65.35
ORD2018OCT_2142,1,credit_card,1,28.75
ORD2018OCT_2625,1,credit_card,2,113.72
ORD2018OCT_7485,1,boleto,1,233.58
ORD2018OCT_6269,1,boleto,1,206.87
ORD2018OCT_6348,1,credit_card,1,55.0
ORD2018OCT_172,1,credit_card,1,252.38
ORD2018OCT_4713,1,boleto,1,86.37
ORD2018OCT_7741,2,voucher,1,45.0
ORD2018OCT_7634,1,credit_card,10,568.5
ORD2018OCT_886,1,credit_card,1,266.4
ORD2018OCT_861,1,credit_card,10,176.7
ORD2018OCT_7562,1,credit_card,1,49.59
ORD2018OCT_2634,1,credit_card,3,75.53
ORD2018OCT_2716,1,credit_card,1,250.82
ORD2018OCT_3640,1,credit_card,2,141.97
ORD2018OCT_8531,1,credit_card,10,347.26
ORD2018OCT_3204,1,boleto,1,815.43
ORD2018OCT_7456,1,credit_card,3,127.5
ORD2018OCT_5456,1,credit_card,10,459.34
ORD2018OCT_9121,1,boleto,1,321.08
ORD2018OCT_4782,1,credit_card,4,272.61
ORD2018OCT_1099,1,credit_card,3,215.14
ORD2018OCT_9618,1,boleto,1,147.35
ORD2018OCT_6549,1,credit_card,5,262.1
ORD2018OCT_1308,1,credit_card,4,216.71
ORD2018OCT_2122,1,credit_card,1,27.35
ORD2018OCT_9366,1,credit_card,8,174.74
ORD2018OCT_9729,1,credit_card,1,36.4
ORD2018OCT_4019,1,credit_card,10,2267.28
ORD2018OCT_3492,1,credit_card,2,212.59
ORD2018OCT_4147,1,credit_card,2,64.3
ORD2018OCT_4963,1,credit_card,1,486.69
ORD2018OCT_8784,1,voucher,1,22.14
ORD2018OCT_8425,1,credit_card,1,56.88
ORD2018OCT_359,1,credit_card,1,58.27
ORD2018OCT_9303,1,credit_card,1,154.2
ORD2018OCT_7527,1,credit_card,1,56.37
ORD2018OCT_3729,1,credit_card,1,79.93
ORD2018OCT_6777,1,boleto,1,14.78
ORD2018OCT_9310,1,credit_card,3,192.59
ORD2018OCT_4117,1,credit_card,1,113.87
ORD2018OCT_6632,1,debit_card,1,162.04
ORD2018OCT_1000,1,credit_card,1,178.03
ORD2018OCT_1663,1,credit_card,7,719.86
ORD2018OCT_3760,1,credit_card,4,60.05
ORD2018OCT_8435,1,credit_card,4,91.05
ORD2018OCT_9727,1,credit_card,1,52.34
ORD2018OCT_3536,1,boleto,1,305.27
ORD2018OCT_5122,1,boleto,1,132.64
ORD2018OCT_3248,1,credit_card,1,87.84
ORD2018OCT_7219,1,credit_card,4,51.89
ORD2018OCT_3250,1,boleto,1,116.36
ORD2018OCT_6950,1,credit_card,1,129.04
ORD2018OCT_1260,1,credit_card,6,61.88
ORD2018OCT_3483,1,credit_card,8,381.17
ORD2018OCT_7942,2,voucher,1,16.04
ORD2018OCT_2784,1,credit_card,2,142.1
ORD2018OCT_3914,1,credit_card,1,197.17
ORD2018OCT_5971,1,credit_card,5,59.6
ORD2018OCT_6826,1,credit_card,8,580.41
ORD2018OCT_331,1,credit_card,6,317.85
ORD2018OCT_5754,1,credit_card,2,85.14
ORD2018OCT_8633,1,credit_card,1,26.77
ORD2018OCT_589,1,credit_card,10,357.97
ORD2018OCT_600,1,credit_card,1,118.19
ORD2018OCT_3387,1,credit_card,12,174.88
ORD2018OCT_6141,1,credit_card,10,618.07
ORD2018OCT_8162,1,credit_card,3,44.66
ORD2018OCT_9071,1,credit_card,1,157.79
ORD2018OCT_8897,1,credit_card,8,102.96
ORD2018OCT_6444,1,credit_card,1,84.7
ORD2018OCT_4574,1,credit_card,8,197.49
ORD2018OCT_2032,1,credit_card,2,135.46
ORD2018OCT_7680,1,credit_card,1,152.32
ORD2018OCT_8137,1,credit_card,10,213.8
ORD2018OCT_7978,1,boleto,1,141.58
ORD2018OCT_2797,1,credit_card,4,108.26
ORD2018OCT_3761,1,credit_card,5,184.85
ORD2018OCT_8406,1,credit_card,1,40.35
ORD2018OCT_8182,1,boleto,1,34.71
ORD2018OCT_1026,1,credit_card,1,55.11
ORD2018OCT_6044,1,voucher,1,56.78
ORD2018OCT_3187,1,credit_card,1,58.74
ORD2018OCT_7942,1,boleto,1,91.29
ORD2018OCT_4572,1,credit_card,3,84.14
ORD2018OCT_7253,1,boleto,1,53.09
ORD2018OCT_551,1,credit_card,1,67.54
ORD2018OCT_7105,1,credit_card,1,109.74
ORD2018OCT_3011,1,credit_card,4,130.15
ORD2018OCT_1603,1,credit_card,9,91.18
ORD2018OCT_7542,1,boleto,1,262.16
ORD2018OCT_3951,1,boleto,1,92.81
ORD2018OCT_9029,1,credit_card,1,0.86
ORD2018OCT_2705,1,credit_card,10,139.55
ORD2018OCT_9811,1,boleto,1,515.7
ORD2018OCT_778,1,credit_card,1,202.48
ORD2018OCT_6061,1,credit_card,3,114.47
ORD2018OCT_372,1,credit_card,1,54.43
ORD2018OCT_1178,1,credit_card,6,67.67
ORD2018OCT_9234,1,credit_card,1,46.85
ORD2018OCT_993,1,boleto,1,139.03
ORD2018OCT_456,1,boleto,1,136.49
ORD2018OCT_4171,1,credit_card,5,50.08
ORD2018OCT_8099,1,credit_card,7,184.02
ORD2018OCT_8175,2,voucher,1,250.0
ORD2018OCT_4911,1,credit_card,10,538.07
ORD2018OCT_9392,1,credit_card,10,336.6
ORD2018OCT_1650,1,credit_card,1,15.7
ORD2018OCT_4268,1,credit_card,2,171.69
ORD2018OCT_4342,1,credit_card,1,56.6
ORD2018OCT_9121,1,credit_card,10,231.27
ORD2018OCT_2398,1,credit_card,1,450.89
ORD2018OCT_4727,1,boleto,1,34.86
ORD2018OCT_5191,1,credit_card,1,52.84
ORD2018OCT_9516,1,credit_card,1,91.16
ORD2018OCT_4418,1,credit_card,1,42.78
ORD2018OCT_8501,1,credit_card,1,104.72
ORD2018OCT_760,1,credit_card,9,97.79
ORD2018OCT_7249,1,credit_card,1,62.62
ORD2018OCT_8297,1,credit_card,4,84.9
ORD2018OCT_3142,1,credit_card,10,617.84
ORD2018OCT_5830,1,credit_card,3,226.83
ORD2018OCT_2417,1,credit_card,4,40.41
ORD2018OCT_9709,1,credit_card,5,108.46
ORD2018OCT_1052,1,credit_card,10,471.33
ORD2018OCT_9681,1,boleto,1,22.29
ORD2018OCT_9332,1,credit_card,3,35.0
ORD2018OCT_8102,1,credit_card,1,39.79
ORD2018OCT_9050,2,voucher,1,79.9
ORD2018OCT_5012,1,credit_card,8,146.48
ORD2018OCT_8655,1,credit_card,2,134.47
ORD2018OCT_8634,1,credit_card,1,216.93
ORD2018OCT_1903,1,credit_card,2,193.72
ORD2018OCT_5573,1,boleto,1,35.0
ORD2018OCT_9019,1,credit_card,2,92.3
ORD2018OCT_8514,1,boleto,1,55.78
ORD2018OCT_3818,1,credit_card,2,140.84
ORD2018OCT_9320,1,credit_card,1,88.68
ORD2018OCT_4628,1,credit_card,3,31.75
ORD2018OCT_6440,1,credit_card,1,65.1
ORD2018OCT_9106,1,credit_card,4,163.78
ORD2018OCT_2963,3,voucher,1,4.39
ORD2018OCT_4096,1,credit_card,6,411.67
ORD2018OCT_8425,1,boleto,1,54.23
ORD2018OCT_6831,1,boleto,1,142.1
ORD2018OCT_8864,1,boleto,1,83.41
ORD2018OCT_1203,1,boleto,1,214.32
ORD2018OCT_9336,1,boleto,1,84.69
ORD2018OCT_2767,1,credit_card,2,159.75
ORD2018OCT_3383,1,credit_card,6,138.97
ORD2018OCT_8101,1,boleto,1,190.15
ORD2018OCT_6058,1,credit_card,1,120.79
ORD2018OCT_627,1,credit_card,4,89.57
ORD2018OCT_7843,1,credit_card,2,144.97
ORD2018OCT_664,1,credit_card,10,719.79
ORD2018OCT_7230,1,credit_card,4,125.42
ORD2018OCT_8304,1,credit_card,2,27.14
ORD2018OCT_2631,1,credit_card,3,96.88
ORD2018OCT_6533,1,credit_card,3,37.89
ORD2018OCT_33,1,credit_card,4,119.64
ORD2018OCT_4409,1,credit_card,2,76.76
ORD2018OCT_1618,1,boleto,1,229.65
ORD2018OCT_5443,1,credit_card,1,318.93
ORD2018OCT_2002,1,boleto,1,23.38
ORD2018OCT_68,1,credit_card,3,182.91
ORD2018OCT_3862,1,credit_card,2,187.47
ORD2018OCT_2303,1,credit_card,1,71.85
ORD2018OCT_7624,1,debit_card,1,117.31
ORD2018OCT_9815,1,credit_card,1,64.09
ORD2018OCT_7498,1,credit_card,4,56.78
ORD2018OCT_4625,1,debit_card,1,108.53
ORD2018OCT_6716,1,credit_card,3,77.16
ORD2018OCT_8795,1,credit_card,1,64.9
ORD2018OCT_2544,1,credit_card,10,546.45
ORD2018OCT_3893,1,credit_card,3,95.8
ORD2018OCT_7268,2,voucher,1,28.47
ORD2018OCT_4005,1,voucher,1,44.33
ORD2018OCT_2806,1,credit_card,1,95.83
ORD2018OCT_1516,1,credit_card,1,33.37
ORD2018OCT_16,1,credit_card,4,97.71
ORD2018OCT_1316,1,credit_card,10,223.14
ORD2018OCT_4159,1,boleto,1,62.01
ORD2018OCT_4556,1,credit_card,4,55.88
ORD2018OCT_2059,1,credit_card,8,83.11
ORD2018OCT_5268,1,credit_card,2,267.62
ORD2018OCT_4665,1,credit_card,2,163.12
ORD2018OCT_6404,1,credit_card,7,363.64
ORD2018OCT_916,1,credit_card,4,216.09
ORD2018OCT_9177,1,credit_card,4,257.52
ORD2018OCT_8499,1,credit_card,2,184.3
ORD2018OCT_1987,1,credit_card,8,81.53
ORD2018OCT_477,1,credit_card,2,79.98
ORD2018OCT_3289,1,credit_card,2,262.02
ORD2018OCT_1884,1,boleto,1,188.53
ORD2018OCT_8072,1,boleto,1,72.78
ORD2018OCT_1167,1,boleto,1,122.5
ORD2018OCT_3648,1,credit_card,3,38.09
ORD2018OCT_5757,1,boleto,1,52.58
ORD2018OCT_821,1,credit_card,10,490.99
ORD2018OCT_427,1,boleto,1,46.09
ORD2018OCT_3587,1,credit_card,7,77.64
ORD2018OCT_1329,1,credit_card,5,161.54
ORD2018OCT_7534,1,credit_card,5,54.22
ORD2018OCT_9297,1,boleto,1,896.28
ORD2018OCT_3978,1,boleto,1,31.6
ORD2018OCT_9931,1,credit_card,8,233.84
ORD2018OCT_4271,1,credit_card,1,45.01
ORD2018OCT_5017,1,credit_card,5,189.7
ORD2018OCT_1479,1,credit_card,5,336.83
ORD2018OCT_2189,2,voucher,1,99.98
ORD2018OCT_4323,1,boleto,1,84.26
ORD2018OCT_7926,1,credit_card,6,168.14
ORD2018OCT_8648,1,boleto,1,91.19
ORD2018OCT_5743,1,credit_card,5,118.35
ORD2018OCT_611,2,voucher,1,30.0
ORD2018OCT_1180,1,credit_card,1,77.38
ORD2018OCT_6364,2,voucher,1,133.78
ORD2018OCT_510,1,credit_card,6,91.05
ORD2018OCT_562,1,credit_card,1,51.2
ORD2018OCT_1549,1,credit_card,1,73.34
ORD2018OCT_5159,1,voucher,1,22.29
ORD2018OCT_8349,1,credit_card,4,315.26
ORD2018OCT_3547,1,credit_card,1,208.0
ORD2018OCT_7486,1,credit_card,1,139.07
ORD2018OCT_6060,1,credit_card,8,920.17
ORD2018OCT_4253,1,credit_card,10,335.47
ORD2018OCT_8541,1,credit_card,1,57.11
ORD2018OCT_6670,2,voucher,1,30.0
ORD2018OCT_4065,1,credit_card,5,282.25
ORD2018OCT_6792,1,credit_card,2,440.12
ORD2018OCT_6308,1,credit_card,6,157.42
ORD2018OCT_6782,1,credit_card,3,42.23
ORD2018OCT_8962,1,credit_card,2,94.74
ORD2018OCT_2341,1,boleto,1,25.51
ORD2018OCT_1696,1,credit_card,3,108.42
ORD2018OCT_727,1,credit_card,2,53.0
ORD2018OCT_5016,1,boleto,1,40.08
ORD2018OCT_4460,1,credit_card,10,282.47
ORD2018OCT_2235,1,credit_card,7,78.19
ORD2018OCT_6004,1,boleto,1,64.0
ORD2018OCT_7624,1,boleto,1,77.66
ORD2018OCT_9829,1,credit_card,1,135.59
ORD2018OCT_2744,1,credit_card,8,203.3
ORD2018OCT_9063,1,credit_card,1,21.04
ORD2018OCT_5835,1,credit_card,7,133.58
ORD2018OCT_6716,2,credit_card,3,742.51
ORD2018OCT_5026,1,credit_card,6,331.68
ORD2018OCT_8360,1,credit_card,1,113.01
ORD2018OCT_6027,1,credit_card,8,87.24
ORD2018OCT_7460,1,credit_card,7,223.8
ORD2018OCT_7428,1,credit_card,1,41.96
ORD2018OCT_6155,1,credit_card,5,117.04
ORD2018OCT_1395,1,credit_card,4,453.92
ORD2018OCT_6275,1,credit_card,3,211.85
ORD2018OCT_7010,1,credit_card,4,68.04
ORD2018OCT_3374,1,credit_card,1,159.06
ORD2018OCT_8467,1,credit_card,2,261.42
ORD2018OCT_3818,1,credit_card,1,40.92
ORD2018OCT_3377,1,credit_card,1,195.8
ORD2018OCT_4843,1,credit_card,4,116.36
ORD2018OCT_5653,1,voucher,1,27.37
ORD2018OCT_3259,1,boleto,1,105.28
ORD2018OCT_2941,1,credit_card,3,48.22
ORD2018OCT_7453,1,voucher,1,3.33
ORD2018OCT_715,1,voucher,1,109.4
ORD2018OCT_627,1,credit_card,1,52.57
ORD2018OCT_8897,1,credit_card,2,72.05
ORD2018OCT_5949,1,credit_card,2,27.63
ORD2018OCT_2745,1,credit_card,5,123.52
ORD2018OCT_3033,1,boleto,1,436.92
ORD2018OCT_3697,1,credit_card,5,152.16
ORD2018OCT_311,1,credit_card,6,60.32
ORD2018OCT_7652,1,credit_card,1,230.4
ORD2018OCT_1229,1,credit_card,2,85.14
ORD2018OCT_4362,1,credit_card,1,19.33
ORD2018OCT_146,1,boleto,1,177.49
ORD2018OCT_4573,1,boleto,1,112.58
ORD2018OCT_10,1,credit_card,1,55.74
ORD2018OCT_1686,1,boleto,1,75.05
ORD2018OCT_6913,1,credit_card,6,118.7
ORD2018OCT_158,1,credit_card,1,120.87
ORD2018OCT_185,1,credit_card,3,174.4
ORD2018OCT_2236,1,credit_card,1,57.43
ORD2018OCT_7133,1,boleto,1,67.23
ORD2018OCT_8562,1,credit_card,4,49.09
ORD2018OCT_6556,1,boleto,1,116.36
ORD2018OCT_2228,1,boleto,1,117.94
ORD2018OCT_7803,1,boleto,1,138.74
ORD2018OCT_5941,1,credit_card,4,185.83
ORD2018OCT_5872,1,credit_card,3,197.35
ORD2018OCT_3986,1,boleto,1,368.99
ORD2018OCT_6866,1,credit_card,4,115.0
ORD2018OCT_5976,1,credit_card,1,63.54
ORD2018OCT_2122,1,credit_card,1,53.9
ORD2018OCT_6969,1,credit_card,1,205.28
ORD2018OCT_3315,2,voucher,1,51.8
ORD2018OCT_5316,1,boleto,1,198.08
ORD2018OCT_5004,1,credit_card,4,152.25
ORD2018OCT_4283,1,credit_card,2,41.36
ORD2018OCT_4761,1,boleto,1,291.72
ORD2018OCT_2408,1,credit_card,9,96.27
ORD2018OCT_4429,1,boleto,1,1315.9
ORD2018OCT_9221,4,voucher,1,8.72
ORD2018OCT_6753,1,credit_card,4,146.94
ORD2018OCT_1467,1,credit_card,4,199.36
ORD2018OCT_4745,1,credit_card,8,560.41
ORD2018OCT_4126,1,credit_card,1,66.67
ORD2018OCT_3846,2,voucher,1,50.0
ORD2018OCT_9739,1,credit_card,5,179.99
ORD2018OCT_1936,1,credit_card,3,97.02
ORD2018OCT_4145,1,credit_card,1,54.79
ORD2018OCT_1794,1,credit_card,5,54.09
ORD2018OCT_5402,1,credit_card,3,169.32
ORD2018OCT_6978,2,voucher,1,417.06
ORD2018OCT_9780,1,credit_card,1,30.1
ORD2018OCT_4863,1,credit_card,1,126.56
ORD2018OCT_4283,1,credit_card,10,3899.0
ORD2018OCT_4173,1,credit_card,6,622.73
ORD2018OCT_4211,1,credit_card,8,315.89
ORD2018OCT_2193,1,credit_card,4,40.38
ORD2018OCT_398,1,boleto,1,258.41
ORD2018OCT_8507,1,boleto,1,124.04
ORD2018OCT_8010,1,boleto,1,201.08
ORD2018OCT_2682,1,credit_card,3,157.22
ORD2018OCT_6656,1,credit_card,1,204.75
ORD2018OCT_1729,1,boleto,1,101.61
ORD2018OCT_7268,1,boleto,1,246.03
ORD2018OCT_4344,1,credit_card,3,160.46
ORD2018OCT_716,1,credit_card,4,45.22
ORD2018OCT_1660,1,credit_card,2,58.09
ORD2018OCT_3328,1,boleto,1,37.58
ORD2018OCT_2821,1,credit_card,2,61.79
ORD2018OCT_9499,1,boleto,1,76.18
ORD2018OCT_2146,1,credit_card,2,137.45
ORD2018OCT_5619,1,credit_card,4,250.88
ORD2018OCT_7876,1,boleto,1,76.17
ORD2018OCT_6423,1,credit_card,1,68.35
ORD2018OCT_7260,1,credit_card,10,491.69
ORD2018OCT_8547,1,credit_card,1,35.14
ORD2018OCT_1943,1,credit_card,4,233.7
ORD2018OCT_2647,1,boleto,1,90.98
ORD2018OCT_6952,1,boleto,1,121.1
ORD2018OCT_7685,1,credit_card,1,46.01
ORD2018OCT_7221,1,credit_card,1,38.13
ORD2018OCT_2036,1,credit_card,1,245.89
ORD2018OCT_9173,2,voucher,1,51.27
ORD2018OCT_5513,1,credit_card,4,40.22
ORD2018OCT_6755,1,credit_card,1,89.67
ORD2018OCT_8518,1,credit_card,1,62.65
ORD2018OCT_1771,1,boleto,1,30.93
ORD2018OCT_2258,1,credit_card,1,86.93
ORD2018OCT_7498,1,credit_card,4,85.76
ORD2018OCT_4873,1,boleto,1,83.87
ORD2018OCT_4180,1,credit_card,2,138.5
ORD2018OCT_192,1,credit_card,3,37.71
ORD2018OCT_510,1,credit_card,1,78.04
ORD2018OCT_4215,1,debit_card,1,140.68
ORD2018OCT_1133,7,voucher,1,8.88
ORD2018OCT_1267,1,credit_card,1,33.54
ORD2018OCT_537,1,credit_card,2,54.58
ORD2018OCT_745,1,credit_card,1,55.91
ORD2018OCT_3674,1,credit_card,5,205.76
ORD2018OCT_4537,1,credit_card,8,849.45
ORD2018OCT_1457,1,boleto,1,61.94
ORD2018OCT_6272,1,boleto,1,97.31
ORD2018OCT_3299,1,credit_card,1,0.34
ORD2018OCT_7649,1,credit_card,2,49.42
ORD2018OCT_1564,1,credit_card,10,235.22
ORD2018OCT_5980,1,credit_card,8,514.7
ORD2018OCT_5614,1,boleto,1,70.35
ORD2018OCT_1373,1,credit_card,1,35.48
ORD2018OCT_1120,1,credit_card,1,214.14
ORD2018OCT_6676,1,boleto,1,36.96
ORD2018OCT_9639,1,credit_card,1,400.83
ORD2018OCT_8149,1,credit_card,10,117.62
ORD2018OCT_1048,1,credit_card,4,42.74
ORD2018OCT_5141,1,credit_card,8,519.74
ORD2018OCT_4510,1,boleto,1,625.2
ORD2018OCT_7314,1,boleto,1,101.73
ORD2018OCT_9497,1,boleto,1,277.2
ORD2018OCT_4684,1,boleto,1,22.84
ORD2018OCT_5669,1,credit_card,3,159.11
ORD2018OCT_1838,1,boleto,1,122.98
ORD2018OCT_3049,1,credit_card,4,105.98
ORD2018OCT_4516,1,boleto,1,176.69
ORD2018OCT_2101,3,voucher,1,20.0
ORD2018OCT_9,1,credit_card,2,89.03
ORD2018OCT_1054,1,credit_card,3,194.37
ORD2018OCT_4319,1,credit_card,2,27.59
ORD2018OCT_3295,1,boleto,1,125.85
ORD2018OCT_5731,1,credit_card,5,57.06
ORD2018OCT_9371,1,credit_card,2,129.01
ORD2018OCT_3386,1,boleto,1,397.44
ORD2018OCT_5971,1,credit_card,2,68.12
ORD2018OCT_6685,1,boleto,1,44.75
ORD2018OCT_5292,1,credit_card,2,73.34
ORD2018OCT_9646,1,credit_card,2,174.89
ORD2018OCT_2391,1,credit_card,4,123.47
ORD2018OCT_6665,1,credit_card,1,90.13
ORD2018OCT_4901,1,boleto,1,67.82
ORD2018OCT_7552,1,boleto,1,269.53
ORD2018OCT_1911,1,credit_card,3,185.64
ORD2018OCT_7541,1,credit_card,10,223.14
ORD2018OCT_6891,1,credit_card,1,53.75
ORD2018OCT_4806,1,credit_card,5,312.25
ORD2018OCT_1325,1,credit_card,1,38.0
ORD2018OCT_9312,1,credit_card,1,51.88
ORD2018OCT_6585,1,credit_card,3,398.88
ORD2018OCT_1455,1,credit_card,10,235.84
ORD2018OCT_5503,1,credit_card,1,55.53
